timestamp,source_ip,destination_ip,source_port,destination_port,protocol,packet_count,byte_count,duration
2024-06-03T00:02:03.029259Z,151.101.0.8,10.0.1.12,15749,443,UDP,362,54739,0.051651
2024-06-03T00:02:03.461833Z,13.107.0.104,10.0.1.16,51230,123,UDP,2250,104377,0.166507
2024-06-03T00:02:04.567120Z,13.107.0.25,10.0.1.11,18718,53,UDP,5266,2742674,0.074394
2024-06-03T00:02:06.662466Z,185.199.0.235,10.0.1.14,13513,80,TCP,455,60241,0.129675
2024-06-03T00:02:06.692740Z,8.8.8.190,10.0.1.16,47789,53,UDP,2274,1935847,1.126779
2024-06-03T00:02:06.969499Z,20.99.0.39,10.0.1.14,16311,443,TCP,1162,837327,1.95269
2024-06-03T00:02:10.150906Z,104.16.0.3,10.0.1.16,15648,53,UDP,4139,2036861,0.42484
2024-06-03T00:02:10.638062Z,140.82.0.29,10.0.1.13,24678,443,TCP,737,374897,1.100492
2024-06-03T00:02:10.674723Z,185.199.0.32,10.0.1.11,10374,443,TCP,442,415244,0.534824
2024-06-03T00:02:11.254701Z,1.1.1.2,10.0.1.16,29548,443,TCP,597,320194,0.633235
2024-06-03T00:02:11.383084Z,151.101.0.250,10.0.1.11,5275,443,UDP,5935,4753395,0.798421
2024-06-03T00:02:11.623284Z,151.101.0.103,10.0.1.11,27440,443,UDP,653,214004,1.29721
2024-06-03T00:02:11.852389Z,1.1.1.237,10.0.1.12,29966,80,TCP,880,217457,0.178649
2024-06-03T00:02:12.044548Z,20.99.0.129,10.0.1.12,55119,53,UDP,790,146583,0.05682
2024-06-03T00:02:12.445882Z,185.199.0.65,10.0.1.14,9653,443,TCP,522,214759,0.452568
2024-06-03T00:02:12.676490Z,8.8.8.21,10.0.1.14,60978,443,TCP,4537,2833899,1.591123
2024-06-03T00:02:13.650251Z,91.189.0.130,10.0.1.16,30448,443,TCP,503,74717,0.089019
2024-06-03T00:02:17.204577Z,104.18.0.156,10.0.1.11,9501,443,TCP,424,52152,0.371444
2024-06-03T00:02:17.264479Z,151.101.0.104,10.0.1.11,9426,443,TCP,610,94100,1.00196
