timestamp,source_ip,destination_ip,source_port,destination_port,protocol,packet_count,byte_count,duration
2024-06-03T00:00:02.191653Z,10.0.0.40,13.107.0.221,59192,53,UDP,9,1153,0.335104
2024-06-03T00:00:05.132888Z,10.0.0.32,157.240.0.82,42453,53,UDP,49,3505,1.121363
2024-06-03T00:00:07.652883Z,10.0.0.32,140.82.0.250,47241,53,UDP,19,2088,0.088934
2024-06-03T00:00:07.730109Z,10.0.0.39,13.107.0.29,29379,53,UDP,9,1485,0.323988
2024-06-03T00:00:08.051789Z,10.0.0.36,1.1.1.156,23016,53,UDP,18,1778,0.223579
2024-06-03T00:00:08.492828Z,10.0.0.32,13.107.0.64,41019,53,UDP,36,3249,0.674089
2024-06-03T00:00:09.904327Z,10.0.0.36,20.99.0.47,25000,53,UDP,22,3022,0.574947
2024-06-03T00:00:11.689642Z,10.0.0.34,1.1.1.101,7622,53,UDP,39,4919,0.173457
2024-06-03T00:00:12.807621Z,10.0.0.35,140.82.0.148,44349,53,TCP,68,9487,0.054461
2024-06-03T00:00:12.843285Z,10.0.0.36,1.1.1.20,26711,53,UDP,17,2739,0.096377
2024-06-03T00:00:13.624556Z,10.0.0.35,198.41.0.170,31890,53,TCP,14,2345,1.919247
2024-06-03T00:00:14.697717Z,10.0.0.37,8.8.8.28,4487,53,UDP,9,1580,0.078133
2024-06-03T00:00:15.022132Z,10.0.0.39,172.217.0.15,27591,53,UDP,10,893,0.210134
2024-06-03T00:00:15.834026Z,10.0.0.40,172.217.0.234,59607,53,UDP,78,7775,1.193352
2024-06-03T00:00:17.218992Z,10.0.0.39,185.199.0.240,5032,53,UDP,36,4958,0.170051
2024-06-03T00:00:18.012548Z,10.0.0.31,1.1.1.38,43792,53,TCP,48,3769,0.454846
2024-06-03T00:00:18.478851Z,10.0.0.31,8.8.8.169,37218,53,UDP,39,2624,0.705874
2024-06-03T00:00:18.740219Z,10.0.0.40,172.217.0.190,44028,53,UDP,5,396,0.557119
2024-06-03T00:00:19.157872Z,10.0.0.38,151.101.0.100,42067,53,UDP,8,609,1.545478
2024-06-03T00:00:19.422682Z,10.0.0.36,172.217.0.152,50034,53,UDP,55,11829,0.534007
2024-06-03T00:00:20.096581Z,10.0.0.35,13.107.0.62,41873,53,UDP,62,8703,0.294852
2024-06-03T00:00:22.779462Z,10.0.0.33,198.41.0.146,53141,53,UDP,6,441,0.119718
2024-06-03T00:00:24.314885Z,10.0.0.37,8.8.8.83,54186,53,UDP,26,1991,0.587456
2024-06-03T00:00:24.710305Z,10.0.0.31,104.16.0.201,38679,53,TCP,9,779,0.194212
2024-06-03T00:00:25.272877Z,10.0.0.33,104.18.0.85,20688,53,TCP,16,1255,0.175998
2024-06-03T00:00:29.323163Z,10.0.0.31,104.18.0.176,51668,53,UDP,78,10635,1.00395
2024-06-03T00:00:29.490836Z,10.0.0.32,104.16.0.73,7067,53,TCP,23,1689,0.119335
2024-06-03T00:00:30.926416Z,10.0.0.33,104.18.0.251,58187,53,UDP,42,2945,0.866858
2024-06-03T00:00:31.197448Z,10.0.0.34,198.41.0.214,39167,53,UDP,15,1506,0.536429
2024-06-03T00:00:34.722008Z,10.0.0.32,172.217.0.163,25041,53,UDP,6,448,1.584501
2024-06-03T00:00:34.806494Z,10.0.0.33,104.18.0.9,50491,53,TCP,55,5191,1.508228
2024-06-03T00:00:35.248993Z,10.0.0.35,1.1.1.16,50124,53,UDP,7,431,0.136579
2024-06-03T00:00:36.553519Z,10.0.0.39,104.18.0.65,34579,53,UDP,14,2630,0.665435
2024-06-03T00:00:38.320522Z,10.0.0.37,151.101.0.124,41905,53,UDP,76,4803,0.126115
2024-06-03T00:00:38.627370Z,10.0.0.33,172.217.0.219,63927,53,UDP,50,3227,1.262944
2024-06-03T00:00:38.996690Z,10.0.0.31,172.217.0.111,13443,53,UDP,26,3764,0.057286
2024-06-03T00:00:39.448002Z,10.0.0.37,91.189.0.93,27638,53,UDP,70,6803,0.418923
2024-06-03T00:00:40.233085Z,10.0.0.33,91.189.0.62,63457,53,TCP,39,3594,0.509312
2024-06-03T00:00:40.641204Z,10.0.0.36,198.41.0.181,58450,53,UDP,15,1131,0.486964
2024-06-03T00:00:41.029754Z,10.0.0.36,172.217.0.202,36250,53,UDP,23,4953,0.282252
2024-06-03T00:00:41.565710Z,10.0.0.33,104.18.0.148,4403,53,UDP,37,8045,0.306911
2024-06-03T00:00:42.012488Z,10.0.0.35,1.1.1.203,21134,53,UDP,24,2592,0.069867
2024-06-03T00:00:42.948608Z,10.0.0.40,140.82.0.199,32097,53,UDP,62,4462,0.406623
2024-06-03T00:00:46.634201Z,10.0.0.38,13.107.0.130,28632,53,UDP,72,9955,0.061211
2024-06-03T00:00:47.321559Z,10.0.0.33,104.18.0.47,39097,53,TCP,14,1407,1.15985
2024-06-03T00:00:47.544697Z,10.0.0.38,1.1.1.144,64164,53,UDP,20,2007,0.641043
2024-06-03T00:00:47.739690Z,10.0.0.34,198.41.0.172,60323,53,UDP,13,1972,1.900955
2024-06-03T00:00:47.994253Z,10.0.0.39,157.240.0.63,50917,53,TCP,7,513,1.148182
2024-06-03T00:00:49.233079Z,10.0.0.34,157.240.0.128,56416,53,UDP,5,312,0.280733
2024-06-03T00:00:49.769971Z,10.0.0.34,157.240.0.16,9451,53,UDP,48,8654,1.585035
2024-06-03T00:00:51.227202Z,10.0.0.31,104.16.0.250,52932,53,UDP,18,2472,0.151739
2024-06-03T00:00:51.913312Z,10.0.0.31,140.82.0.28,29530,53,UDP,72,11876,0.808686
2024-06-03T00:00:53.541023Z,10.0.0.39,198.41.0.244,24994,53,UDP,72,6350,1.294697
2024-06-03T00:00:55.646898Z,10.0.0.37,8.8.8.229,50947,53,UDP,7,563,0.277321
2024-06-03T00:00:57.759606Z,10.0.0.37,198.41.0.244,41285,53,TCP,21,1300,0.195514
2024-06-03T00:00:59.493771Z,10.0.0.39,151.101.0.33,63992,53,UDP,10,1484,1.078082
2024-06-03T00:00:59.612693Z,10.0.0.32,104.16.0.10,41496,53,UDP,54,6301,0.556993
2024-06-03T00:01:03.254617Z,10.0.0.39,140.82.0.132,42746,53,UDP,9,1328,1.038817
2024-06-03T00:01:03.341872Z,10.0.0.36,104.18.0.104,55225,53,UDP,53,3605,0.115496
2024-06-03T00:01:03.977863Z,10.0.0.31,1.1.1.18,36088,53,UDP,77,8576,0.216666
2024-06-03T00:01:04.421284Z,10.0.0.36,104.18.0.8,63170,53,UDP,7,1242,0.246146
2024-06-03T00:01:07.229456Z,10.0.0.31,151.101.0.40,28880,53,UDP,21,2423,0.095112
2024-06-03T00:01:07.456998Z,10.0.0.33,185.199.0.168,25580,53,UDP,27,5461,0.204006
2024-06-03T00:01:10.247210Z,10.0.0.35,91.189.0.54,52441,53,UDP,54,5552,0.477216
2024-06-03T00:01:10.429887Z,10.0.0.37,151.101.0.235,9790,53,TCP,55,7861,0.06697
2024-06-03T00:01:10.974733Z,10.0.0.31,104.18.0.167,1232,53,UDP,9,906,0.519911
2024-06-03T00:01:12.056565Z,10.0.0.34,104.18.0.249,18630,53,UDP,6,901,0.056816
2024-06-03T00:01:12.696137Z,10.0.0.36,91.189.0.242,62952,53,UDP,24,3355,0.059794
2024-06-03T00:01:14.539848Z,10.0.0.38,157.240.0.83,2888,53,TCP,25,4720,1.000926
2024-06-03T00:01:15.745975Z,10.0.0.33,172.217.0.119,17227,53,UDP,18,2492,0.129288
2024-06-03T00:01:17.207516Z,10.0.0.40,198.41.0.51,22224,53,TCP,19,2187,1.526243
2024-06-03T00:01:18.549099Z,10.0.0.40,91.189.0.98,50707,53,TCP,6,695,0.080196
2024-06-03T00:01:19.593442Z,10.0.0.40,20.99.0.141,61778,53,UDP,57,4625,0.493063
2024-06-03T00:01:21.071646Z,10.0.0.36,151.101.0.44,49405,53,UDP,11,1094,0.384504
2024-06-03T00:01:21.468782Z,10.0.0.33,151.101.0.12,26869,53,UDP,23,3896,0.156495
2024-06-03T00:01:21.682093Z,10.0.0.34,91.189.0.230,58700,53,UDP,14,1314,1.765707
2024-06-03T00:01:22.070103Z,10.0.0.37,1.1.1.50,21785,53,UDP,39,3086,0.072077
2024-06-03T00:01:26.673407Z,10.0.0.33,91.189.0.203,16296,53,UDP,71,5392,0.292305
2024-06-03T00:01:27.127551Z,10.0.0.36,140.82.0.146,47828,53,UDP,71,6510,0.47449
2024-06-03T00:01:27.237738Z,10.0.0.38,91.189.0.47,42253,53,TCP,9,643,0.207939
2024-06-03T00:01:27.379568Z,10.0.0.37,8.8.8.36,54692,53,UDP,9,880,1.087114
2024-06-03T00:01:29.192996Z,10.0.0.38,157.240.0.230,10849,53,UDP,35,2419,0.08537
2024-06-03T00:01:30.215775Z,10.0.0.34,151.101.0.232,53537,53,UDP,7,1178,0.053547
2024-06-03T00:01:31.120794Z,10.0.0.31,1.1.1.43,3016,53,UDP,6,997,0.103402
2024-06-03T00:01:36.094976Z,10.0.0.32,185.199.0.2,19683,53,UDP,72,6543,0.495062
2024-06-03T00:01:36.136122Z,10.0.0.39,8.8.8.177,44459,53,UDP,9,1192,0.155455
2024-06-03T00:01:36.680548Z,10.0.0.38,104.16.0.228,18404,53,UDP,77,7692,0.054384
2024-06-03T00:01:36.761012Z,10.0.0.37,185.199.0.106,57243,53,UDP,57,5699,1.169884
2024-06-03T00:01:37.300555Z,10.0.0.40,91.189.0.120,20554,53,UDP,46,4292,0.394644
2024-06-03T00:01:37.350965Z,10.0.0.36,185.199.0.121,15870,53,UDP,30,2132,1.416174
2024-06-03T00:01:37.458393Z,10.0.0.34,157.240.0.49,11124,53,UDP,38,7142,0.093728
2024-06-03T00:01:39.940930Z,10.0.0.37,104.18.0.192,8777,53,UDP,10,1194,0.102877
